ticker,52WeekChange_imputed,Avg Volume_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next 5Y_imputed,EPS next Q_imputed,EPS next Y_imputed,Employees_imputed,Forward P/E_imputed,Insider Own_imputed,Insider Trans_imputed,LT Debt/Eq_imputed,Market Cap_imputed,P/E_imputed,P/FCF_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Quarter_imputed,Quick Ratio_imputed,Recom_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,Short Ratio_imputed,ask_imputed,dayHigh_imputed,enterpriseToEbitda_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,previousClose_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,regularMarketPreviousClose_imputed,regularMarketPrice_imputed,shortRatio_imputed,twoHundredDayAverage_imputed
CPS,0.5463917,1550000000.0,1.59,0.0,1.9,0.0,-0.085,-1.64,0.0,2.0,15.7,0.003,0.0104,1.66,27970000000.0,102.44,0.22,1.3781,1.7558,0.06849999999999999,1.7,3.0,-0.555,0.10953009,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,0.01,1.92,0.06942094,0.75,3.5,0.55,1.92,0.55,7.34,12.840109
DAC,0.5463917,1550000000.0,1.23,0.19,0.6,0.0,0.03,-0.06,0.0,50.0,1.22,0.008,0.0,0.0,27970000000.0,1.25,1.4,1.3781,1.7558,1.3784999999999998,0.6,2.0,0.0,0.10953009,0.01,6.3,0.75,-4.081,0.7605343,2.5,17.275,1.81,0.01,7.74,0.06942094,0.75,6.1,1.81,7.74,0.55,2.68,12.840109
ENSV,0.5463917,4730000000.0,2.27,0.01,0.1,0.0,0.2,-0.06,0.5,186.0,12.33,0.16190000000000002,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,2.5,-0.667,0.10953009,0.7,0.5088,0.75,29.958,0.15229411,0.075,17.275,0.55,-0.04,1.11,0.06942094,0.75,2.66,0.55,1.11,0.55,0.08,12.840109
EXPR,0.5463917,3680000000.0,2.07,0.02,1.1,1.11,0.2,-0.65,0.0,14000.0,12.33,0.065,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.2682,-0.5577000000000001,0.6,3.0,0.0,0.10953009,0.04,0.85,0.95,-4.081,0.7605343,0.25,17.275,0.93,0.01,2.27,0.06942094,0.95,2.66,0.93,2.27,0.93,0.08,12.840109
FI,0.5463917,1550000000.0,1.37,0.0,3.8,0.0,0.2,-0.08,0.19399999999999998,3100.0,12.33,0.036000000000000004,-0.1818,0.0,27970000000.0,102.44,43.54,1.3781,-0.1417,1.3784999999999998,3.1,2.6,-0.447,0.10953009,1.81,1.69,2.28,14.901,0.7605343,1.66,17.275,2.28,0.13,2.38,0.77159333,2.28,1.59,2.28,2.38,2.28,3.27,12.840109
FRAN,-0.7137681,1720000000.0,2.51,6.43,0.6,0.85,0.1,-0.1,0.0,1159.0,12.33,0.0567,0.0,0.0,12430000000.0,102.44,0.22,0.2699,-0.26539999999999997,-0.060700000000000004,0.4,3.0,-0.28600000000000003,0.10953009,0.96,2.96,3.7787,-32.07,5.4862857,1.7,-15.78,3.01,0.01,3.945,0.02973206,3.7787,3.5,3.01,3.945,3.01,2.44,3.987971
GCI,0.5463917,1190000000.0,1.59,0.0,1.0,3.62,0.2,-0.44,0.8809999999999999,8.0,12.33,0.016,0.1025,3.62,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.0,4.0,0.0,0.10953009,0.03,1.45,0.75,-4.081,0.7605343,0.25,17.275,1.58,-0.04,2.27,0.06942094,0.75,1.01,1.58,2.27,1.58,0.08,12.840109
GLNG,-0.22417748,1150000000.0,0.91,1.36,0.2,2.11,0.2,-0.07,1.077,1647.0,149.8,0.465,0.0,1.12,1070000000.0000001,102.44,7.28,-0.1478,1.7558,-0.066,0.2,1.5,0.057,0.10953009,4.34,7.09,13.3,13.197,0.7605343,4.54,197.33334,6.97,0.03,11.35,1.2813916,13.3,1.01,6.97,11.35,6.97,6.02,12.840109
GRBK,0.5463917,1190000000.0,1.38,0.02,1.0,0.41,0.0172,0.42,0.0,2.0,9.76,0.009000000000000001,0.0,0.41,27970000000.0,11.82,26.81,1.3781,1.7558,1.3784999999999998,1.3,1.7,0.0,0.10953009,0.01,0.5088,1.84,-4.081,0.7605343,0.25,17.275,1.81,-0.04,2.27,0.9147019,1.84,1.62,1.81,2.27,1.81,0.07,12.840109
HCC,0.03999996,1360000000.0,1.59,0.0,4.0,0.53,0.15,-0.24,0.0,8.0,7.34,0.003,0.0,0.0,27970000000.0,10.89,4.26,0.6245,1.7558,1.3784999999999998,2.8,2.2,0.0,0.10953009,0.01,0.5088,0.75,-4.081,0.7605343,0.25,8.065502,1.81,-1.84,7.9,0.06942094,0.75,18.29,1.81,1.92,1.81,0.08,12.840109
HEES,0.5463917,1250000000.0,1.59,0.19,1.2,0.0,0.11900000000000001,0.31,0.0,2.0,15.43,0.001,0.0,0.0,27970000000.0,37.37,2.85,1.3781,1.7558,1.3784999999999998,1.1,2.5,0.0,0.10953009,0.01,2.25,0.75,10.045,20.578236,0.35,17.275,1.81,0.01,2.27,0.45174444,0.75,2.66,1.81,2.27,0.55,0.08,12.840109
HOFV,0.5463917,1250000000.0,1.59,0.0,0.1,0.0,0.2,-0.1,0.0,25.0,12.33,0.613,0.0029,0.23,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,2.0,-0.11,0.10953009,1.29,2.96,3.58,-4.081,0.7605343,1.5,17.275,3.15,0.01,3.59,11.829156,3.58,2.66,3.15,3.59,3.15,1.31,12.840109
ICAD,0.5463917,1190000000.0,1.59,0.37,2.8,0.26,0.15,-0.11,0.5529999999999999,2.0,149.8,0.075,0.0,0.26,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.5,1.8,0.0,0.10953009,0.04,9.35,0.75,-4.081,0.7605343,0.25,-44.09524,0.55,-0.04,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.08,12.840109
INN,0.5463917,1190000000.0,2.09,0.19,1.0,1.09,0.15,-0.37,0.159,59.0,10.41,0.022000000000000002,0.0,1.09,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.1,1.7,0.0,0.10953009,0.04,0.5088,0.75,-4.081,0.7605343,2.32,17.275,5.65,-0.04,5.82,0.06942094,0.75,2.66,5.65,5.82,5.65,0.04,12.840109
KODK,0.5463917,1550000000.0,6.17,2.37,2.1,0.0,-0.12,-0.1,0.0,4922.0,15.7,0.106,0.0296,0.0,27970000000.0,102.44,0.22,3.8798000000000004,1.7558,1.3784999999999998,1.3,2.0,-0.08199999999999999,0.10953009,0.52,0.5088,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.01,4.08,0.06942094,0.75,8.69,1.81,4.08,0.55,0.08,12.840109
LBRT,-0.18682307,1550000000.0,1.11,0.0,3.0,0.25,0.2,-0.43,0.0,2.0,15.7,0.001,0.0,0.22,908060000000.0,102.44,7.68,1.3781,1.7558,0.1751,2.2,2.4,0.0,0.10953009,0.01,0.5088,0.55,7.503,0.7605343,0.25,17.275,0.55,0.01,9.01,0.06942094,0.55,2.66,0.55,9.01,0.55,0.08,12.840109
LTRPA,0.5463917,1250000000.0,2.23,0.0,3.5,0.0,0.15,-0.08,0.0,2.0,15.7,0.001,0.0,6.73,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,3.5,3.0,0.0,0.10953009,0.01,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.1,0.06942094,0.75,2.66,1.81,2.1,1.81,0.17,12.840109
LWAY,0.5463917,1550000000.0,1.65,0.02,1.9,0.06,0.1,-0.06,0.0,9.0,15.7,0.22399999999999998,-0.005600000000000001,0.0,27970000000.0,48.73,43.97,1.3781,1.7558,1.3784999999999998,1.3,3.0,0.0,0.10953009,0.03,5.59,0.55,-4.081,4.780294,1.43,17.275,1.81,-0.04,6.79,0.9171873,0.55,2.66,1.81,6.79,1.81,0.21,12.840109
MIST,0.5463917,1550000000.0,1.11,0.0,18.5,0.0,0.2,-0.49,0.0,14.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.0088,1.3784999999999998,18.5,1.7,0.0,0.10953009,0.12,7.93,0.55,-4.081,0.7605343,1.69,-3.347458,0.55,0.01,4.08,0.06942094,0.55,2.66,0.55,4.08,0.55,0.08,12.840109
MOV,0.5463917,1190000000.0,0.69,0.0,4.0,0.0,0.15,0.48,0.0,2.0,7.6,0.001,0.0,0.13,27970000000.0,102.44,6.82,1.3781,1.7558,-0.0542,2.4,3.0,0.0,0.10953009,7.43,9.35,1.24,10.747,10.957647,0.25,17.275,0.55,0.01,2.27,0.06942094,1.24,2.66,0.55,2.27,0.55,0.08,12.840109
MOXC,0.5463917,1200000000.0,3.02,0.02,1.3,3.0,0.2,-0.08,0.0,9.0,15.7,0.5816,0.0,0.0,27970000000.0,45.19,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,0.0,0.10953009,0.11,1.66,2.28,-4.081,0.7605343,0.5,17.275,1.85,-0.04,1.92,51.73491,2.28,1.62,1.85,1.92,1.85,0.22,12.840109
MTEM,0.5463917,1250000000.0,2.47,0.0,2.6,0.26,0.2,-0.55,0.0,2.0,149.8,0.001,0.0,0.26,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.6,1.5,0.0,0.10953009,0.04,2.25,0.55,-4.081,0.7605343,1.5,17.275,2.4,-0.04,4.08,24.777807,0.55,2.66,2.4,4.08,0.55,3.6,13.838768
MTSC,0.5463917,1550000000.0,1.59,0.02,2.0,1.22,0.1,0.3,0.0,8.0,12.76,0.011000000000000001,0.0,0.0,27970000000.0,33.33,0.22,1.3781,-0.20199999999999999,1.3784999999999998,1.3,2.0,0.0,0.10953009,1.56,2.25,0.75,-4.081,0.7605343,0.25,17.275,2.4,1.62,4.08,0.06942094,0.75,3.5,2.4,4.08,0.55,1.48,12.840109
MUR,0.5463917,3860000000.0,3.35,0.96,1.1,0.0,0.15,-0.19,-0.145,2.0,1.77,0.011000000000000001,-0.0064,0.65,1360000000.0,102.44,0.22,1.3781,1.7558,-0.3709,1.0,2.9,-0.847,0.10953009,4.5,9.35,0.75,-4.081,13.290882,4.5,-10.493977,1.81,0.5,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.08,11.608044
MYO,0.5463917,1100000000.0,1.05,0.0,4.7,0.11,-0.004699999999999999,-0.1,0.0,8.0,149.8,0.001,0.0,0.01,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.5,2.0,0.0,0.10953009,0.09,2.25,0.75,-4.081,0.7605343,0.35,17.275,1.81,2.34,4.99,0.06942094,0.75,3.5,1.81,4.99,0.55,0.48,12.840109
NCMI,-0.43349755,1550000000.0,1.29,3.18,4.4,0.0,-0.0633,-0.15,1.913,531.0,70.83,0.004,0.0,0.0,252250000000.0,18.48,1.5,-0.2591,-0.073,0.16,4.4,2.7,-0.9640000000000001,0.10953009,7.89,4.07,4.6896,14.304,3.1537144,1.62,101.5,3.3,1.37,4.6,0.7141861,4.6896,4.0225,3.3,4.6,4.46,11.26,3.4759421
NEXT,0.5463917,1190000000.0,-0.12,0.29,1.1,0.0,0.006,-0.06,0.14800000000000002,74.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,0.5819,1.2,3.1,0.0,0.10953009,1.04,2.98,3.81,-11.145,1.8476471,1.115,17.275,3.81,0.01,2.33,0.06942094,3.81,2.66,3.81,2.33,3.81,5.14,12.840109
OAS,-0.86616164,20990000000.0,3.79,0.19,1.2,0.0,0.1011,-0.07,-0.258,609.0,12.33,0.015,0.0,0.0,83800000000.0,102.44,0.22,-0.0414,-0.4959,-0.6379,1.1,3.7,-0.6859999999999999,0.10953009,3.05,0.44,0.3,3.371,0.7605343,0.24,-0.6672727,0.55,-0.76,4.08,0.10007097,0.3,0.19,0.55,4.08,0.236,3.97,12.840109
OEC,0.5463917,1150000000.0,1.59,0.0,1.5,5.06,0.037000000000000005,-0.06,0.0,2.0,12.69,0.006999999999999999,0.0,4.15,27970000000.0,21.55,31.45,1.3781,1.7558,1.3784999999999998,1.1,2.3,0.0,0.10953009,0.01,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.81,5.28,2.27,0.06942094,0.75,1.01,1.81,2.27,0.55,0.08,12.840109
OI,0.5463917,1690000000.0,1.77,0.02,1.6,0.0,-0.0278,-0.1,0.0,2.0,6.88,0.005,0.0,0.0,27970000000.0,102.44,3.24,1.3781,1.7558,1.3784999999999998,1.1,2.8,0.0,0.10953009,0.04,0.5088,0.75,-4.081,0.7605343,0.25,5.8424244,0.55,-4.19,7.74,0.06942094,0.75,2.66,0.55,7.74,0.55,0.08,12.840109
OIS,-0.74537694,1030000000.0,2.51,0.93,3.1,0.33,-0.0699,-0.37,0.128,53.0,12.33,0.006,0.0,0.29,27970000000.0,102.44,2.01,1.3781,1.7558,1.3784999999999998,1.8,2.8,0.0,0.10953009,0.01,3.14,0.75,12.337,0.7605343,0.35,17.275,3.41,0.45,4.08,0.06942094,0.75,3.2,3.41,4.08,3.41,0.08,3.967029
PAE,0.5463917,1550000000.0,1.59,0.0,1.1,0.0,0.2,-0.1,0.0,20000.0,14.39,0.002,0.0,0.0,27970000000.0,174.53,0.22,1.3781,1.7558,1.3784999999999998,1.1,2.0,0.0,0.10953009,0.04,0.5088,0.75,-4.081,0.7605343,1.5,17.275,0.55,0.01,1.92,0.06942094,0.75,2.66,0.55,1.92,0.55,0.04,12.840109
PEI,-0.8246528,1860000000.0,2.18,0.5,1.1,5.31,0.01,-0.36,-0.128,233.0,12.33,0.023,0.0,5.31,70540000000.0,3.64,0.22,-0.3799,-0.1378,-0.5648,1.1,3.5,-0.302,0.10953009,11.0,0.9054,0.98,14.024,1.1351429,0.8,-0.7360163,0.95,-0.66,1.01,0.24018908,0.98,0.86,0.95,1.01,0.95,0.13,1.3135507
PGEN,0.5463917,1160000000.0,1.84,0.73,2.7,4.51,0.024,-0.14,0.363,770.0,70.83,0.01,0.7284999999999999,3.86,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.5,2.3,-0.073,0.10953009,0.03,2.25,0.75,-4.081,0.7605343,1.26,17.275,2.4,-2.55,5.69,7.573079,0.75,2.66,2.4,5.69,0.55,0.17,12.840109
PIRS,0.5463917,1250000000.0,1.59,0.0,5.0,0.0,0.2,-0.13,0.0,8.0,12.33,0.001,-0.9416,0.0,27970000000.0,102.44,0.22,0.1148,1.7558,-0.2324,5.0,1.5,0.0,0.10953009,0.03,2.25,2.85,-4.081,0.7605343,1.6,17.275,2.4,0.01,2.95,0.06942094,2.85,2.24,2.4,2.95,2.4,0.08,12.840109
PUMP,0.5463917,1360000000.0,3.35,0.36,1.9,0.0,-0.109,-0.25,0.0,2200.0,70.83,0.002,0.0,0.0,27970000000.0,20.74,3.29,1.3781,1.7558,1.3784999999999998,1.8,2.6,-0.8,0.10953009,0.01,4.73,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.82,4.08,0.23025501,0.75,2.66,1.81,4.08,1.81,2.79,12.840109
RCUS,1.3796096,1550000000.0,1.59,0.0,11.8,0.0,0.2,0.05,0.0,2.0,12.33,0.001,0.0,0.0,1260000000.0,102.44,0.22,1.3781,1.7558,-0.2588,11.8,1.7,0.0,0.10953009,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.27,81.97299,0.75,2.66,1.81,2.27,1.81,0.08,12.840109
REFR,0.5463917,1550000000.0,1.59,0.18,18.3,0.0,0.3,-0.08,0.0,8.0,12.33,0.024,-0.5341,0.0,27970000000.0,102.44,0.22,1.3781,0.1106,1.3784999999999998,18.3,2.0,-0.33299999999999996,0.10953009,0.01,0.5088,0.75,-4.081,0.7605343,1.66,17.275,0.55,-0.04,2.27,54.207485,0.55,2.66,0.55,2.27,0.55,0.08,12.840109
RLJ,0.5463917,1710000000.0,1.87,0.19,1.1,0.0,-0.091,-0.06,0.5529999999999999,2.0,149.8,0.015,0.0,1.01,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.1,2.6,0.0,0.10953009,0.04,0.5088,9.11,-32.07,0.7605343,0.25,17.275,0.55,0.01,2.27,0.06942094,9.11,2.66,0.55,2.27,0.55,0.08,12.840109
RYAM,0.5463917,3680000000.0,2.03,0.86,1.9,1.66,0.2,-0.18,0.41700000000000004,4000.0,15.7,0.022000000000000002,0.0,1.64,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.1,2.2,-0.11900000000000001,0.10953009,3.36,0.5088,4.02,-4.081,0.7605343,0.9,17.275,4.01,0.02,4.03,0.13189892,4.02,3.51,4.01,4.03,0.55,0.08,12.840109
SNDL,0.5463917,6840000000.0,1.59,0.08,1.8,1.36,0.2,-0.11,0.701,25.0,12.33,0.3525,0.0,1.28,27970000000.0,3.64,0.22,1.3781,1.7558,-0.7234999999999999,0.7,3.0,0.047,0.10953009,0.89,2.25,0.75,-4.081,0.7605343,0.25,17.275,0.55,0.01,0.2091,0.06942094,0.75,2.66,0.55,0.2091,0.2,0.42,12.840109
SNDX,0.9307604,1550000000.0,1.59,0.0,15.4,0.13,0.2,-0.45,-0.09699999999999999,7.0,15.7,0.001,0.0,0.13,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,15.4,1.7,0.0,0.10953009,0.04,0.5088,0.75,-4.081,0.7605343,0.25,17.275,1.81,-0.04,2.27,0.06942094,0.75,1.59,1.81,2.27,0.55,0.04,12.840109
SRGA,-0.4977064,1550000000.0,1.59,0.03,0.6,0.0,0.15,-0.17,0.701,2.0,12.33,0.016,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.2,1.7,0.0,0.10953009,0.01,1.92,2.22,-4.081,0.7605343,1.81,17.275,2.22,-0.16,2.27,0.06942094,2.22,1.91,2.22,2.27,2.22,0.08,12.840109
TEX,-0.21137613,1550000000.0,1.59,0.19,2.5,0.0,0.2,0.01,0.0,2.0,23.05,0.038,-0.015,1.46,27970000000.0,41.42,17.0,1.3781,1.7558,1.3784999999999998,1.5,2.9,-0.47200000000000003,0.10953009,0.01,2.25,0.55,15.653,0.7605343,0.25,17.275,1.81,2.26,2.27,0.45174444,0.55,3.5,1.81,2.27,1.81,0.08,12.840109
TGI,0.5463917,1870000000.0,2.65,0.02,1.5,0.0,-0.1144,-0.28,0.0,7.0,15.96,0.013000000000000001,0.0,0.0,27970000000.0,102.44,0.22,0.5487,0.0518,1.3784999999999998,0.9,3.3,0.0,0.10953009,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,1.59,2.27,0.06942094,0.75,3.5,0.55,2.27,0.55,0.08,12.840109
TNAV,0.5463917,1250000000.0,2.51,0.0,2.0,0.0,0.25,-0.01,0.0,53.0,38.23,0.008,0.0,0.0,27970000000.0,73.77,7.33,1.3781,1.7558,1.3784999999999998,2.0,2.7,0.0,0.10953009,0.03,0.5088,0.75,-4.081,0.7605343,1.5,31.363636,4.01,1.79,4.08,0.66404796,0.75,3.5,4.01,4.08,0.55,2.99,12.840109
TPC,0.5463917,1360000000.0,1.85,0.0,1.5,0.0,0.1,0.65,0.0,9100.0,6.54,0.125,-0.0034000000000000002,0.35,27970000000.0,102.44,2.97,1.3781,-0.1516,1.3784999999999998,1.5,2.3,0.0,0.10953009,0.01,2.25,0.75,4.731,0.7605343,0.25,17.275,2.4,0.64,2.27,0.11525854,0.75,2.66,2.4,2.27,0.55,0.08,12.840109
TZOO,0.5463917,1550000000.0,1.59,2.24,0.7,0.0,0.198,-0.11,0.0,8.0,31.49,0.006999999999999999,-0.0943,0.0,27970000000.0,102.44,3.42,1.3781,1.7558,1.3784999999999998,0.7,1.5,0.0,0.10953009,0.01,6.42,0.55,-4.081,0.7605343,0.25,17.275,0.55,-2.23,7.9,0.06942094,0.55,2.66,0.55,7.9,0.55,0.08,12.840109
UEC,0.3163265,1190000000.0,1.59,0.0,4.7,0.0,0.2,-0.1,0.0,8.0,15.7,0.023,0.0,0.29,187370000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.5,2.0,0.0,0.10953009,0.01,1.07,0.75,-4.081,0.7605343,0.35,17.275,1.81,-0.04,1.29,0.06942094,0.75,1.01,1.81,1.29,0.55,0.07,12.840109
VRS,0.5463917,1550000000.0,2.03,0.0,3.3,0.0,0.2,0.02,0.0,2.0,16.3,0.006,0.0,0.0,27970000000.0,1.55,0.22,1.3781,1.7558,1.3784999999999998,1.5,2.0,-0.555,0.10953009,0.01,0.5088,0.55,-4.081,0.7605343,0.35,17.275,0.55,-0.04,1.92,0.06942094,0.55,2.66,0.55,1.92,0.55,0.08,12.840109
WLL,1.190126,3680000000.0,1.59,0.0,0.6,0.0,0.15,-0.29,0.0,2.0,18.58,0.001,0.0,0.0,27970000000.0,3.64,1.55,1.3781,1.7558,1.3784999999999998,0.6,2.3,0.0,0.10953009,0.03,0.5088,20.1759,6.649,0.7605343,0.25,17.275,0.55,0.01,2.27,0.06942094,20.1759,2.66,0.55,2.27,0.55,4.59,12.840109
WTTR,0.5463917,1250000000.0,1.59,0.0,4.5,0.0,0.2,-0.27,0.0,2200.0,12.33,0.013000000000000001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.0,2.6,0.0,0.10953009,0.03,0.5088,0.75,-4.081,4.979706,0.25,-6.5303025,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.08,12.840109
WVE,0.5463917,1190000000.0,0.32,2.1,1.3,0.0,0.2,-0.69,0.537,301.0,12.33,0.006999999999999999,-0.5204,0.0,539990000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.1,-0.605,0.10953009,4.26,10.09,0.75,-2.295,0.7605343,6.61,-5.7257147,19.79,0.01,1.92,0.06942094,0.75,2.66,19.79,1.92,19.79,5.42,12.840109
XHR,0.5463917,1710000000.0,1.59,0.19,1.2,1.04,0.15,-0.43,0.0,2.0,12.33,0.001,0.0,0.0,966780000000.0,102.44,0.22,-0.009399999999999999,1.7558,1.3784999999999998,1.1,2.7,0.0,0.10953009,0.04,8.4,0.75,-4.081,0.7605343,0.35,17.275,0.55,0.01,4.08,1.225683,0.75,2.66,0.55,4.08,0.55,0.04,12.840109
ACEL,0.1488328,1550000000.0,2.03,1.78,3.6,6.14,0.2346,0.07,10.4,2.0,18.96,0.064,0.0,5.86,27970000000.0,102.44,0.22,1.3781,1.7558,0.1751,3.6,2.2,-0.996,0.11079204,5.19,0.5088,13.3,-4.081,11.765715,1.5,17.275,0.55,12.21,14.07,2.8214214,13.3,2.66,0.55,14.07,0.55,5.29,9.605072
ACST,-0.8817734,5860000000.0,1.59,0.0,0.1,0.0,0.2,-0.16,0.34,25.0,12.33,0.0929,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,2.0,-0.115,0.11079204,0.19,0.5088,0.2298,-0.79,0.508,0.18,17.275,0.55,0.01,4.08,0.06942094,0.2298,2.66,0.55,4.08,0.55,0.07,0.56108695
BSGM,-0.34306568,1550000000.0,1.54,1.29,10.7,0.0,0.2,-0.45,1.263,33.0,9.15,0.08800000000000001,0.0045000000000000005,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,-0.36810000000000004,10.5,2.0,0.0,0.106000066,4.32,3.14,0.75,-4.081,7.561143,0.25,17.275,1.81,0.01,8.14,0.06942094,0.75,5.31,1.81,8.14,0.55,5.21,7.638406
CCO,0.5463917,2230000000.0,2.18,0.19,1.1,0.0,0.01,-0.28,0.555,2.0,12.33,0.008,0.0,0.0,518409999999.99994,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.1,2.4,0.0,0.106000066,0.01,1.45,0.75,-4.081,0.7605343,0.36,17.275,1.81,-0.04,1.14,0.06942094,0.75,1.01,1.81,1.14,0.55,6.33,12.840109
GTT,0.5463917,1550000000.0,1.59,0.0,0.6,0.0,0.25,-0.49,0.0,3100.0,12.33,0.079,0.0,0.0,317570000000.0,102.44,1.99,1.3781,1.7558,1.3784999999999998,0.6,3.0,0.0,0.11079204,0.03,0.5088,0.55,-4.081,5.3422856,0.25,17.275,0.55,-0.09,4.08,0.06942094,0.55,5.31,0.55,4.08,0.55,2.79,7.800797
HOFV,0.5463917,1550000000.0,1.59,0.0,0.1,0.0,0.2,-0.1,0.0,25.0,12.33,0.613,0.0029,0.23,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,2.0,-0.11,0.106000066,1.29,2.96,3.58,-4.081,0.7605343,1.5,17.275,3.15,0.01,3.14,11.829156,3.58,2.66,3.15,3.14,3.15,1.31,12.840109
ONTX,-0.7217392,22100000000.0,2.0,0.15,3.2,0.0,0.2,-0.03,-0.077,25.0,12.33,0.002,-0.6916,0.0,27970000000.0,3.64,0.22,1.3781,-0.21230000000000002,-0.4754,3.2,3.0,-0.95,0.11079204,0.68,0.5088,0.309,-4.081,0.57685715,0.1,17.275,0.55,0.01,2.27,0.06942094,0.309,2.66,0.55,2.27,0.55,0.53,0.52
SOL,0.32222235,1080000000.0,1.39,0.21,0.9,0.93,0.15,0.01,0.0,222.0,51.88,0.001,0.0,0.48,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.5,0.9259999999999999,0.11079204,0.04,3.48,3.8,15.653,1.8794286,0.85,29.750002,2.9,0.01,2.79,0.06942094,3.8,2.3227,2.9,2.79,2.9,0.07,1.322029
VCNX,-0.69870126,1550000000.0,1.59,0.0,0.3,0.0,0.2,-0.44,-0.011000000000000001,45.0,12.33,0.025,2.1452,0.0,39080000000.0,102.44,0.22,1.3781,1.7558,-0.33520000000000005,0.3,2.0,0.0,0.106000066,0.07,1.86,2.22,-2.593,5.443143,1.85,-1.2960894,2.19,0.01,4.08,0.06942094,2.22,1.85,2.19,4.08,2.19,0.28,4.554203
VNTR,0.5463917,1550000000.0,1.59,1.86,2.9,0.0,0.2501,-0.1,0.0,4000.0,10.25,0.001,0.0004,1.45,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.6,2.8,0.0,0.106000066,0.03,2.25,0.75,-4.081,0.7605343,0.25,17.275,2.17,-0.71,2.17,0.06942094,0.75,2.66,2.17,2.17,2.17,0.08,12.840109
WPRT,0.5463917,1550000000.0,1.59,0.0,1.3,0.0,0.3,-0.04,0.0,2.0,18.91,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,0.0053,1.3784999999999998,1.3,2.0,0.0,0.11079204,1.04,2.25,0.75,-4.081,0.7605343,0.7,17.09091,2.3,-0.48,2.33,0.06942094,0.75,1.75,2.3,2.33,2.3,2.01,12.840109
ACB,-0.88707536,3910000000.0,1.59,0.0,1.0,0.0,0.2,-0.1,-0.536,2731.0,12.33,0.028999999999999998,0.0,0.0,846530000000.0,23.29,0.22,-0.4226,-0.45640000000000003,-0.49219999999999997,0.1,2.0,0.159,0.11079204,4.36,7.63,8.25,-4.081,10.142571,5.3,17.275,8.18,-0.01,8.51,0.06942094,8.25,7.51,8.18,8.51,8.18,7.54,11.355957
ACEL,0.1488328,1550000000.0,1.59,1.78,3.6,6.14,0.2346,0.07,10.4,2.0,18.96,0.064,0.0,5.86,27970000000.0,102.44,0.22,1.3781,1.7558,0.1751,3.6,2.2,-0.996,0.11079204,5.19,0.5088,13.3,-4.081,11.765715,1.5,17.275,1.81,12.21,14.07,2.8214214,13.3,2.66,1.81,14.07,0.55,5.29,9.605072
