ticker,52W Low_imputed,52WeekChange_imputed,Avg Volume_imputed,Change_imputed,EPS next 5Y_imputed,EPS next Y_imputed,EPS past 5Y_imputed,Insider Own_imputed,Insider Trans_imputed,Inst Trans_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Week_imputed,Perf YTD_imputed,ROI_imputed,SMA20_imputed,SMA200_imputed,SMA50_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,ask_imputed,bid_imputed,dayHigh_imputed,dayLow_imputed,enterpriseToEbitda_imputed,enterpriseToRevenue_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardEps_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,shortRatio_imputed,trailingEps_imputed,twoHundredDayAverage_imputed,ATR_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next Q_imputed,Employees_imputed,Forward P/E_imputed,LT Debt/Eq_imputed,P/B_imputed,P/E_imputed,P/S_imputed,Quick Ratio_imputed,Recom_imputed,Rel Volume_imputed,Short Ratio_imputed
SUNW,1.135,-0.16000003,10720000000.0,-0.11220000000000001,0.1,0.85,0.32799999999999996,0.0172,0.0,0.168,2.5074,2.5039,0.2353,0.672,-0.6829999999999999,-0.0741,1.7893999999999999,1.1061,-0.48100000000000004,0.09615803,2.27,1.94,2.76,1.97,-19.88,1.182,3.9562857,0.29,-0.12,-18.8325,5.15,-0.49,17.238573,2.76,1.97,5.15,0.13,-1.346,4.554236,0.87,1.76,0.47,1.3,0.62,-0.05,178.0,0.19,0.35,7.18,3.64,1.08,1.2,3.0,0.61,0.03
TUSK,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.349,-0.162,0.006999999999999999,0.0,0.0645,2.5074,-0.1429,0.2353,-0.0885,-0.038,-0.0741,0.2159,1.4875999999999998,0.0,0.09615803,1.68,1.03,14.8,1.64,-19.88,1.584,3.9562857,0.56,-0.23,-0.6744681,1.88,0.01,0.22168335,14.8,1.64,1.88,0.08,-0.045,4.554236,0.17,1.85,0.4,3.7,0.16,-0.4,2.0,0.19,0.16,0.15,3.64,0.25,3.6,3.0,0.25,6.85
UTI,1.135,-0.16000003,1550000000.0,-0.10220000000000001,0.15,10.667,-0.162,0.013000000000000001,0.0,0.0645,-0.009399999999999999,-0.1429,-0.2075,-0.3165,-0.42100000000000004,-0.0741,-0.2407,-0.26839999999999997,0.0,0.09615803,0.44,0.8,5.62,4.21,-19.88,1.012,3.9562857,0.25,-0.23,18.172415,5.15,0.01,0.55065167,5.62,4.21,5.15,0.17,-0.045,4.554236,0.31,0.86,0.19,1.4,0.0,0.12,103.0,19.04,0.0,0.4,47.95,0.57,1.4,1.7,0.28,4.74
ABEO,1.135,-0.17699116,1190000000.0,-0.114,0.2,0.0,0.37,0.017,0.0,0.0129,2.5074,-0.20199999999999999,0.2353,-0.0885,-0.038,-0.0741,0.1377,1.4875999999999998,0.0,0.108078,2.25,1.11,14.8,1.07,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,1.45,0.01,17.238573,14.8,1.07,1.45,2.68,-1.182,4.554236,0.18,1.59,1.27,2.9,0.01,-0.15,88.0,0.19,0.0,0.4,3.64,0.15,2.9,2.0,0.15,0.03
APWC,1.135,-0.044692695,1550000000.0,-0.114,0.2,0.0,-0.29,0.754,0.0,0.0351,2.5074,-0.1429,0.2353,0.0942,-0.016,-0.0741,0.1377,1.4875999999999998,0.564,0.108078,0.44,0.8,1.65,4.21,7.643,1.584,3.9562857,0.89,-0.23,-0.6744681,1.37,0.01,0.068380274,1.65,4.21,1.37,0.08,-0.053,4.554236,0.32,0.69,0.0,3.7,0.12,-0.08,1227.0,0.19,0.01,0.15,3.64,0.07,2.1,2.0,0.44,0.01
BYFC,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.156,0.001,0.0,0.8737,2.5074,-0.1429,0.2353,0.1753,-0.038,-0.038,0.1377,1.4875999999999998,0.122,0.108078,0.44,1.8,14.8,1.6,-19.88,1.584,3.9562857,1.04,-0.23,-0.6744681,1.81,0.01,17.238573,14.8,1.6,1.81,0.21,-0.514,4.554236,0.19,0.99,2.21,1.3,0.08,-0.08,2.0,0.19,0.08,1.04,3.64,0.11,1.3,2.0,1.34,0.04
EIGR,0.7495,-0.035121918,1060000000.0,-0.19510000000000002,0.2,0.0,-0.162,0.002,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.038,-0.2218,-0.2462,1.4875999999999998,0.0,0.108078,0.44,7.95,14.8,4.21,-19.88,1.584,10.7955885,4.55,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,2.57,-0.045,4.554236,0.64,1.59,0.0,6.0,0.53,-0.06,28.0,12.33,0.47,3.55,3.64,0.49,6.0,1.0,0.55,0.04
GLNG,1.6078999999999999,-0.16000003,1500000000.0,-0.1075,0.15,1.077,-0.307,0.465,0.0,-0.049100000000000005,2.5074,-0.1429,0.2353,-0.2869,0.015,0.0951,0.1377,-0.2838,0.057,0.108078,7.09,6.14,9.11,4.21,13.197,8.087,3.9562857,4.54,0.05,197.33334,6.97,0.02,1.2813916,9.11,4.21,6.97,6.02,-3.255,7.9481883,0.88,0.91,1.36,0.2,2.11,-0.07,1647.0,149.8,1.12,0.57,3.64,1.57,0.2,1.5,0.55,4.34
IPDN,1.135,-0.16000003,1190000000.0,-0.114,0.2,0.0,0.349,0.17600000000000002,0.0,156400000000.0,2.5074,-0.1349,-0.2231,-0.0885,-1.084,-0.0741,0.1377,1.4875999999999998,-0.231,0.108078,1.11,1.01,1.25,0.955,-19.88,1.584,3.9562857,0.76,-0.14,-0.6744681,1.19,0.01,17.238573,1.25,0.9051,1.19,0.12,-0.585,4.554236,0.17,1.88,0.07,0.4,0.64,-0.1,38.0,0.19,0.45,11.1,3.64,3.25,0.4,2.0,0.77,0.04
JE,1.135,-0.86,2280000000.0,-0.1073,0.2,-0.536,-0.162,0.42979999999999996,0.0,156400000000.0,-0.9813,-0.12119999999999999,-0.9601999999999999,-0.8963,-0.42100000000000004,-0.2218,0.1377,-0.3011,-0.115,0.108078,0.2645,0.315,0.75,0.4499,-2.722,1.584,3.9562857,0.24,0.52,0.5209616,0.251,0.01,0.3934893,0.75,0.4499,0.251,0.34,1.76,4.554236,2.63,1.59,0.0,0.1,0.0,0.15,880.0,12.33,0.0,0.4,3.64,0.03,0.1,1.7,33.71,0.11
KBNT,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.23600000000000002,0.0,0.8737,2.5074,-0.1429,0.2353,-0.0885,1.8419999999999999,-0.4077,0.1377,1.4875999999999998,0.0,0.108078,2.24,2.22,14.8,2.1301,-19.88,1.584,3.9562857,1.5,-0.23,-0.6744681,3.15,0.01,17.238573,14.8,2.1301,3.15,0.02,-0.045,4.0034375,0.32,1.59,0.0,0.1,0.0,-0.08,11.0,12.33,0.0,0.4,3.64,13.18,0.1,2.0,0.23,0.01
MNK,1.135,-0.16000003,1550000000.0,-0.114,-0.11699999999999999,-0.36590000000000006,-0.516,0.006999999999999999,0.0,156400000000.0,2.5074,-0.20199999999999999,0.2353,-0.7564,-0.105,-0.0741,-0.7325,1.4875999999999998,-0.149,0.108078,0.44,1.03,1.07,0.81,-19.88,1.584,3.9562857,0.75,4.01,0.21197008,5.15,-0.02,17.238573,1.07,0.81,5.15,11.56,-25.435,4.554236,0.15,1.59,0.0,1.5,5.41,1.35,6600.0,0.19,5.39,0.07,3.64,0.02,1.2,3.5,2.88,7.67
UONEK,1.135,-0.16000003,1550000000.0,-0.114,0.2,-0.36590000000000006,0.15,0.25,0.0,-0.516,2.5074,-0.1429,0.3553,-0.0885,0.07200000000000001,-0.0741,0.1377,1.4875999999999998,-0.375,0.108078,0.44,1.22,0.75,1.64,-19.88,1.584,3.9562857,0.56,-0.23,-0.6744681,1.81,0.01,0.21377468,0.75,4.21,1.81,0.21,-0.545,4.554236,0.19,0.84,1.25,1.7,5.57,-0.1,2.0,0.19,5.26,0.34,3.64,0.17,1.7,2.0,0.6,0.07
YGYI,1.135,-0.16000003,1550000000.0,-0.1547,0.2,0.0,-0.162,0.001,0.0,156400000000.0,-0.49079999999999996,-0.4045,0.2353,-0.0885,-0.42100000000000004,-0.2218,-0.6912999999999999,1.4875999999999998,-0.304,0.108078,0.44,0.8,0.75,0.46,-19.88,0.192,3.9562857,0.46,-0.02,-0.6744681,5.15,0.01,17.238573,0.75,0.46,5.15,7.54,-1.182,4.554236,0.08,1.59,0.0,0.6,0.0,-0.06,103.0,12.33,0.0,0.4,3.64,0.1,0.2,3.0,0.94,0.04
AQST,1.135,-0.16000003,1010000000.0,-0.1127,0.15,0.040999999999999995,-0.365,0.059000000000000004,-0.0949,0.048799999999999996,2.5074,-0.4302,0.2353,-0.0885,-1.062,-0.38909999999999995,0.1377,1.4875999999999998,0.955,0.11079204,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-1.76,-0.6744681,5.15,0.01,17.238573,0.75,4.21,5.15,0.17,-0.045,4.554236,0.62,1.59,0.76,3.0,0.0,-0.46,232.0,12.33,0.0,0.4,3.64,2.73,2.7,1.8,0.62,1.35
INO,1.135,-0.16000003,1550000000.0,-0.114,0.0,1.2590000000000001,-0.162,0.013999999999999999,0.0,156400000000.0,2.5074,0.0279,-0.31370000000000003,-0.0885,-0.42100000000000004,-0.38909999999999995,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.17,-0.045,4.554236,1.55,1.59,0.0,10.1,0.43,-0.19,7.0,0.19,0.0,0.4,3.64,0.49,10.1,2.0,0.32,0.28
OGEN,1.135,-0.16000003,1100000000.0,-0.114,0.2,0.0,-0.162,0.001,0.0,156400000000.0,2.5074,-0.1417,-0.2053,-0.0885,-0.42100000000000004,-0.1741,0.1377,1.4875999999999998,-0.304,0.11079204,0.44,0.8,0.75,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,0.75,4.21,5.15,0.08,-0.045,4.554236,0.07,0.69,0.0,7.3,0.0,-0.07,7.0,12.33,0.0,0.4,3.64,0.03,7.3,2.0,0.32,0.28
AHT,1.135,-0.9465889,1550000000.0,-0.1186,0.05,0.43700000000000006,-0.14800000000000002,0.005,1.1609,-0.2586,2.5074,-0.4171,-0.3196,-0.0885,0.025,-0.0741,0.1377,-0.4893,-0.8959999999999999,0.13990307,1.57,1.46,1.83,1.59,-19.88,1.584,3.9562857,1.93,-24.44,-0.06996727,1.83,-0.01,0.019692674,1.83,1.59,1.83,1.94,-38.769,4.554236,0.25,1.59,13.62,2.1,0.0,-15.0,116.0,0.19,0.0,0.4,3.64,0.02,0.8,2.8,0.88,1.44
APWC,1.135,-0.16000003,1190000000.0,-0.114,0.2,0.0,-0.29,0.754,0.0,0.0351,2.5074,-0.1429,0.2353,-0.0885,-0.016,-0.0741,0.1377,1.4875999999999998,0.564,0.13990307,0.44,0.8,1.45,1.01,7.643,1.584,3.9562857,0.89,-0.23,-0.6744681,1.37,-0.04,0.068380274,1.45,4.21,1.37,0.08,-0.053,4.554236,0.32,0.69,0.0,3.7,0.12,-0.14,1227.0,0.19,0.01,0.15,3.64,0.07,2.1,2.0,0.44,0.01
AQST,2.1277,-0.16000003,1010000000.0,-0.1127,0.2,0.040999999999999995,-0.365,0.059000000000000004,-0.0949,0.048799999999999996,2.5074,-0.4302,0.2353,-0.0885,-1.062,-0.38909999999999995,0.1377,1.4875999999999998,0.955,0.13990307,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-1.76,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.17,-0.045,5.245181,0.62,1.59,0.76,3.0,0.0,-0.46,232.0,0.19,0.0,0.4,3.64,2.73,2.7,1.8,0.62,1.35
BTU,1.135,-0.7384923,2000000000.0,-0.102,0.2,0.856,0.445,0.015,0.0,0.0027,2.5074,-0.1429,0.2353,-0.7325,0.004,-0.0741,0.1377,0.2141,-0.455,0.13990307,2.45,3.45,3.44,3.51,-19.88,0.32,3.9562857,2.27,-2.75,-0.8872728,3.35,0.01,17.238573,3.44,3.51,3.35,4.59,-20.757,3.1270714,0.28,1.4,9.42,2.0,1.71,-0.92,6600.0,0.19,1.7,0.21,3.64,0.05,1.6,3.0,2.13,4.15
CBAT,1.135,2.933333,6770000000.0,-0.1027,0.3,0.0,-0.17600000000000002,0.298,0.6492,-0.0926,2.5074,2.044,0.2353,0.7565000000000001,-0.20199999999999999,-0.0741,0.1377,1.6657,0.07,0.13990307,2.35,2.27,2.53,2.24,-50.525,1.584,3.9562857,0.36,-0.23,-0.6744681,3.68,0.01,5.4208097,2.53,2.24,3.68,0.08,-0.18,0.70369565,0.62,2.08,0.0,0.4,2.19,-0.1,58.0,0.19,0.0,13.04,3.64,7.09,0.3,2.0,0.83,0.01
GLBS,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.5,-0.226,0.46240000000000003,0.0,156400000000.0,2.5074,-0.1429,0.006500000000000001,-0.8743000000000001,-0.6970000000000001,-0.131,0.1377,1.4875999999999998,-0.304,0.13990307,0.44,0.8,0.75,4.21,-19.88,1.584,3.9562857,0.1,-0.23,-0.6744681,0.121,0.01,17.238573,0.75,0.12,0.121,0.26,-0.045,4.554236,0.01,0.89,0.1,2.2,1.74,-0.06,103.0,12.33,1.6,0.06,3.64,1.69,2.2,3.0,0.48,0.24
HUSN,1.135,-0.16000003,1190000000.0,-0.1082,0.2,0.0,-0.162,0.002,0.0,156400000000.0,2.5074,-0.1429,0.1759,-0.0885,-0.42100000000000004,-0.038,-0.2968,-0.09720000000000001,-0.304,0.13990307,0.44,0.4401,0.75,4.21,-19.88,8.287,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,0.75,4.21,5.15,0.46,-0.045,4.554236,0.05,1.59,0.0,2.7,0.0,-0.1,10.0,12.33,0.0,0.4,3.64,0.03,2.7,2.0,0.35,0.72
JE,1.135,-0.86,2280000000.0,-0.1073,0.2,-0.536,-0.162,0.42979999999999996,0.0,0.8737,-0.6651,-0.1429,-0.24109999999999998,-0.8963,-0.42100000000000004,-0.2218,-0.5194,-0.3011,-0.115,0.11079204,0.2645,0.315,0.75,4.21,-19.88,1.584,3.9562857,0.24,0.52,0.5209616,0.251,0.01,0.3934893,0.75,4.21,0.251,0.34,1.76,4.554236,2.63,1.59,0.0,0.3,0.0,0.15,880.0,12.33,0.0,1.46,3.64,0.03,0.2,1.7,33.71,0.11
MYOV,1.135,-0.16000003,1550000000.0,-0.10220000000000001,0.2,0.18899999999999997,-0.162,0.018000000000000002,1.3272,0.0626,1.4043999999999999,-0.1429,0.2353,-0.0885,0.025,-0.2218,0.0716,1.4875999999999998,0.0,0.13990307,2.25,1.03,17.21,4.21,-19.88,62.197,19.37543,4.14,-2.02,-6.955446,2.4,0.01,17.238573,17.21,4.21,2.4,0.04,-2.852,15.325507,1.4,2.6,1.11,2.1,0.0,-0.74,214.0,0.19,0.0,0.4,3.64,41.66,2.1,1.9,0.78,1.61
NCTY,1.135,-0.16000003,1480000000.0,-0.114,0.2,-0.536,0.337,0.451,0.0,1.7541,-0.2784,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.038,0.1377,-0.1937,-0.987,0.13990307,0.44,0.8,1.02,0.46,-19.88,1.584,3.9562857,0.35,0.52,-0.6744681,0.93,0.01,17.238573,1.02,0.46,0.93,1.91,-0.045,4.554236,0.09,1.59,0.02,0.1,0.0,-0.06,61.0,12.33,0.0,0.4,3.64,0.03,0.1,4.0,6.02,0.52
OSW,1.135,-0.5343362,1550000000.0,-0.11939999999999999,0.2,0.914,-0.162,0.021,0.0,-0.0171,2.5074,-0.1429,-0.058600000000000006,-0.0885,-0.02,-0.0741,0.1377,1.4875999999999998,0.0,0.13990307,0.44,6.21,7.09,4.21,48.553,0.772,3.9562857,0.25,-0.07,-0.6744681,5.15,0.01,17.238573,7.09,4.21,5.15,13.1,-0.045,4.554236,0.43,2.03,0.0,2.6,0.0,-0.24,2.0,0.19,0.5,1.08,3.64,0.15,1.8,1.0,0.55,0.04
OXBR,1.135,-0.16000003,3860000000.0,-0.114,0.2,0.0,-0.156,0.013000000000000001,0.0,-0.4436,1.6823,0.7934,0.2353,-0.0885,-0.038,0.4537,0.1377,1.4875999999999998,1.5,0.13990307,1.76,2.07,14.8,2.04,-19.88,1.584,3.9562857,0.7,-0.23,-0.6744681,2.4,0.01,17.238573,14.8,2.04,2.4,0.22,-0.027,4.554236,0.6,0.94,0.9,1.1,0.03,-0.08,2.0,0.19,0.03,1.73,3.64,10.51,1.3,1.0,0.55,0.0
PECK,3.6544,-0.16000003,1550000000.0,-0.2102,0.2,0.0,-0.452,0.7287,0.0,0.8737,2.5074,1.1651,0.2353,-0.0885,-0.019,-0.038,0.1377,1.4875999999999998,-0.723,0.13990307,6.75,1.91,14.8,4.21,-67.078,1.466,3.8326857,1.493,-0.23,-0.6744681,5.15,0.01,1.4819053,14.8,4.21,5.15,0.04,-0.217,3.6325,1.8,1.11,0.02,1.0,1.16,-0.1,50.0,0.19,0.42,6.24,3.64,2.06,1.0,2.0,0.49,0.01
PFMT,0.5556,-0.16000003,3680000000.0,-0.114,0.2,2.833,-0.36,0.017,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.0741,0.1377,0.31620000000000004,-0.055999999999999994,0.13990307,0.44,0.8,0.9,4.21,14.481,1.584,3.9562857,0.54,0.11,-0.6744681,5.15,0.01,17.238573,0.9,4.21,5.15,0.08,-0.045,0.68130434,0.16,1.59,0.0,2.6,1.74,-0.08,2.0,0.19,1.65,2.49,3.64,0.48,2.6,3.0,0.32,0.14
SGBX,1.135,-0.16000003,1740000000.0,-0.114,0.2,0.0,0.13,0.006,0.0,0.0129,2.5074,-0.1101,0.07780000000000001,-0.3818,-1.524,-0.0741,-0.3135,-0.1675,-0.14300000000000002,0.13990307,1.6,1.91,14.8,1.51,-0.702,1.946,3.9562857,1.16,0.4,4.85,5.15,0.01,17.238573,14.8,1.51,5.15,0.48,-3.852,4.554236,0.24,-6.43,1.77,8.9,0.0,0.04,7.0,0.19,0.0,0.55,3.64,14.44,8.9,2.0,0.15,0.23
SPI,1.135,1.7826085,6800000000.0,-0.114,0.2,0.0,-0.077,0.5333,0.0,2.7713,2.5074,-0.1429,0.2353,4.371,-0.159,-0.0741,0.1377,1.4875999999999998,-0.603,0.13990307,5.59,0.8,14.8,7.2,-19.88,2.778,3.9562857,0.55,-0.23,-0.6744681,5.15,0.01,1.1308169,14.8,5.5,5.15,0.12,-1.2,4.554236,2.92,0.96,0.19,0.3,0.0,-0.08,63.0,0.19,0.0,0.4,3.64,1.13,0.3,2.0,0.32,0.0
SUNW,1.135,-0.16000003,12650000000.0,-0.11220000000000001,0.1,0.85,0.32799999999999996,0.0172,0.0,0.168,2.5074,2.5039,0.2353,0.672,-0.6829999999999999,-0.0741,1.7893999999999999,1.3417,-0.48100000000000004,0.13990307,2.27,1.94,2.76,2.22,-19.88,1.182,0.9623714,0.29,-0.12,-18.8325,5.15,-0.49,17.238573,2.76,2.22,5.15,0.11,-1.346,4.554236,0.87,1.76,0.47,1.3,0.62,-0.05,178.0,0.19,0.35,7.18,3.64,1.08,1.2,3.0,0.61,0.03
UAMY,1.135,-0.16000003,1370000000.0,-0.114,0.2,0.0,-0.162,0.079,0.0,156400000000.0,-0.06849999999999999,-0.5024000000000001,0.2353,-0.1943,-0.42100000000000004,-0.0741,0.1377,1.4875999999999998,-0.304,0.13990307,0.44,0.236,0.3,4.21,-27.74,3.262,3.9562857,0.25,0.56,-0.6744681,5.15,0.01,17.238573,0.3,4.21,5.15,0.08,-0.045,4.554236,0.1,1.11,0.01,0.3,0.11,-0.06,103.0,12.33,0.06,3.82,3.64,4.75,0.2,3.0,3.58,0.28
UNFI,1.135,-0.16000003,1550000000.0,-0.114,-0.06269999999999999,0.0,-0.364,0.005,0.0,156400000000.0,0.7929999999999999,-0.1429,0.2353,-0.0885,-0.045,-0.0741,0.1377,-0.1378,0.11800000000000001,0.13990307,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,2.4,0.01,17.238573,14.8,4.21,2.4,0.08,-0.045,4.554236,1.26,1.54,0.86,1.6,2.32,0.76,7.0,5.76,2.25,0.4,3.64,0.04,0.6,2.7,0.88,0.04
ADIL,1.135,1.0896552,2280000000.0,-0.114,0.2,0.237,0.13,0.054000000000000006,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.038,-0.038,0.1377,0.004699999999999999,0.0,0.15509713,2.25,2.23,14.8,4.21,-19.88,1.584,3.9562857,1.5,-0.58,-3.8448277,2.4,0.01,17.238573,14.8,4.21,2.4,0.08,-0.317,4.554236,0.28,1.59,0.0,13.9,0.0,-0.18,3.0,12.33,0.0,4.32,3.64,0.03,13.9,2.0,0.22,0.21
APM,1.135,-0.8191942,1160000000.0,-0.1073,0.2,0.016,-0.24100000000000002,0.3766,0.0,-0.2926,2.5074,-0.1429,0.2353,-0.8371999999999999,-1.03,-0.038,0.1377,0.004699999999999999,0.365,0.15509713,1.58,1.45,2.81,3.5,-8.373,1.584,3.9562857,1.16,-0.58,-0.6744681,2.8,0.01,71.5304,2.81,4.21,2.8,0.13,-0.536,3.0895286,0.85,1.59,0.13,2.0,0.01,-0.29,36.0,0.19,0.01,4.32,3.64,161.64,2.0,2.0,1.39,0.03
AVCO,1.135,-0.16000003,1190000000.0,-0.114,0.2,0.0,0.13,0.001,0.0,-0.0398,2.5074,-0.1429,0.2353,-0.0885,-0.365,-0.0741,-0.21030000000000001,1.4875999999999998,-0.25,0.15509713,0.44,0.8,1.4,1.2,-19.88,1.584,3.9562857,0.5,-0.23,-0.6744681,1.35,-0.04,71.10717,1.4,1.2,1.35,0.17,-0.045,1.5405653,0.11,1.59,0.01,0.7,0.0,-0.1,8.0,0.19,0.7,0.4,3.64,0.15,1.3,2.0,0.13,0.01
AWX,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.008,0.0,156400000000.0,2.5074,-0.1429,0.20379999999999998,-0.0885,-0.038,-0.0741,0.0756,1.4875999999999998,0.0,0.11079204,0.44,0.8,1.935,1.6,-19.88,0.476,3.9562857,1.18,-0.23,-0.6744681,1.81,0.01,17.238573,1.935,1.6,1.81,0.08,-0.045,4.554236,0.18,1.59,0.0,0.9,0.73,-0.08,2.0,0.19,0.66,0.4,3.64,0.11,0.8,3.0,0.28,0.02
BCRX,1.135,0.41697407,6250000000.0,-0.1043,0.19899999999999998,0.0,-0.162,0.001,0.4806,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.436,-0.038,0.1377,0.004699999999999999,0.0,0.15509713,3.45,3.43,14.8,3.5,-32.07,0.72,3.9562857,1.5,-0.23,-4.089286,5.15,-0.21,12.328824,14.8,3.36,5.15,0.08,-0.045,4.554236,0.23,2.51,0.0,2.0,1.05,-0.1,140.0,0.19,0.41,0.4,3.64,0.03,1.9,2.1,0.56,0.01
BORR,1.2671,-0.16000003,1540000000.0,-0.114,0.2,0.466,-0.162,0.002,0.0,-0.3782,2.5074,-0.12119999999999999,-0.041299999999999996,-0.0885,0.017,-0.038,0.1377,-0.2964,-0.115,0.15509713,0.44,0.8,0.75,0.54,-0.79,1.584,3.9562857,0.25,-0.49,-0.6744681,0.93,0.01,0.23404458,0.75,3.5,0.93,0.17,1.76,0.8854493,0.06,1.59,0.19,0.1,0.0,-0.32,233.0,12.33,0.0,0.04,3.64,0.03,1.1,3.0,0.28,0.04
CBAT,1.135,2.933333,6770000000.0,-0.1027,0.3,0.0,-0.17600000000000002,0.298,0.6492,-0.0926,2.5074,2.044,0.2353,0.7565000000000001,-0.20199999999999999,-0.0741,0.1377,1.2117,0.07,0.15509713,2.35,2.27,2.53,2.24,-50.525,1.584,3.9562857,0.36,-0.23,-0.6744681,3.68,0.01,5.4208097,2.53,2.24,3.68,0.08,-0.18,0.70369565,0.62,2.08,0.0,0.4,2.19,-0.1,58.0,0.19,0.0,13.04,3.64,7.09,0.3,2.0,0.83,0.01
CEI,1.135,-0.16000003,5280000000.0,-0.2,0.2,0.0,-0.162,0.0999,0.0,156400000000.0,-0.509,0.1636,0.2353,-0.0885,-1.9340000000000002,0.1013,-0.5074000000000001,-0.0695,-0.722,0.15509713,0.44,0.8,0.75,0.55,-19.88,1.584,0.6102857,0.46,-0.23,-0.6744681,0.7,0.01,17.238573,0.75,0.55,0.7,0.53,-2.946,4.554236,0.17,0.89,0.07,1.3,0.0,-0.06,103.0,0.19,0.0,0.55,0.0,81.46,1.3,3.0,9.17,0.19
CREG,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.17,0.008,0.0,0.8737,-0.0794,0.252,0.2372,-0.0885,-0.062,-0.038,0.1377,1.4875999999999998,0.0,0.15509713,3.14,3.13,14.8,3.5,-32.07,0.72,3.9562857,1.6,-0.23,-0.6744681,3.52,0.01,17.238573,14.8,3.5,3.52,0.09,-0.045,4.554236,0.53,2.51,0.0,2.6,0.28,-0.08,7.0,12.33,0.0,0.11,3.64,0.03,2.6,2.0,0.46,0.02
CYCN,1.135,-0.16000003,1550000000.0,-0.1176,0.2,0.349,-0.162,0.006999999999999999,0.0,0.0183,2.5074,-0.1085,0.2353,-0.0885,-0.03,-0.0741,0.1377,0.042300000000000004,-0.563,0.15509713,0.44,5.51,6.97,4.21,-19.88,1.584,3.9562857,1.69,-0.23,-4.470588,6.97,0.01,17.238573,6.97,4.21,6.97,3.12,-0.045,4.554236,0.7,1.59,1.63,3.8,0.05,-0.72,2.0,0.19,0.0,0.4,3.64,0.15,3.8,3.0,0.25,3.09
ENSV,1.135,-0.3174603,3680000000.0,-0.11789999999999999,0.2,0.5,-0.24100000000000002,0.16190000000000002,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.068,-0.0741,-0.0558,1.4875999999999998,-0.667,0.15509713,0.44,0.8,14.8,4.21,-6.636,1.584,3.9562857,0.075,-0.11,-1.3809091,0.155,-0.03,17.238573,14.8,4.21,0.155,2.32,-0.287,4.554236,0.02,2.27,0.01,0.1,0.0,-0.06,186.0,0.19,0.0,0.4,3.64,0.48,0.1,2.5,5.71,0.7
FCEL,1.135,-0.16000003,1550000000.0,-0.114,0.15,0.0,0.40399999999999997,0.001,0.0,-0.0241,2.5074,-0.1429,0.2353,-0.0885,-0.327,-0.0741,0.1377,-0.1675,-0.17600000000000002,0.15509713,2.25,0.8,2.28,2.12,-32.07,11.875,3.9562857,0.23,-0.23,-0.6744681,2.19,-0.38,7.8914914,2.28,3.5,2.19,0.08,-0.558,4.554236,0.26,2.19,0.23,2.7,2.11,-0.06,301.0,0.19,1.92,5.95,3.64,11.87,1.7,3.2,3.55,2.91
GALT,1.135,-0.16000003,1250000000.0,-0.114,0.2,0.0,0.13,0.001,0.002,156400000000.0,0.4916,-0.1429,0.2353,-0.0885,-0.703,-0.0558,0.0253,0.004699999999999999,0.0,0.15509713,2.68,2.67,14.8,3.5,-19.88,1.584,3.9562857,1.5,-0.23,-0.6744681,2.4,0.01,17.238573,14.8,3.5,2.4,0.08,-0.045,4.554236,0.22,2.35,0.0,9.6,0.0,-0.11,7.0,12.33,0.0,4.32,3.64,0.03,9.6,2.0,0.49,0.23
